[Number][Unit],2886
[ActIngreName],2230
[Form],530
本,366
中,356
含有,267
剤,239
生薬,178
成分,157
混合,150
[Kampo],143
品,143
抽出,131
[Number],119
上記,118
下記,113
有効,78
採血,78
もの,54
由来,44
組成,41
血,41
検定,36
日時,36
献血,32
保存,32
割合,31
国,30
[Color],30
こと,27
製造,27
形,26
量,26
赤血球,26
製剤,24
含量,24
血漿,24
後,24
除去,23
日本,21
層,21
性,20
方法,19
組,19
換え,19
部分,19
全量,19
本薬,18
遺伝子,18
容量,18
分量,18
[CaseName],18
放射線,18
照射,18
性状,17
白血球,17
根,16
次,16
使用,16
ヒト,15
とき,14
[ActIngreShortName],14
洗浄,14
以上,14
湯,14
賦,13
[DrugParts],13
用,13
凍結,13
製法,12
概要,12
塩,12
上,12
濃度,12
平均,12
培養,12
ＣＤ,12
備考,11
相当,11
添付,11
溶解,11
[KampoYomi],11
型,11
乾燥,11
精製,11
ウシ,11
[Fomula],10
処理,10
脂肪,10
混濁,10
ヘモグロビン,10
以下,10
工程,10
調製,10
とおり,9
化,9
菌,9
溶剤,8
凍害,8
保護,8
清,8
時間,8
場合,8
[BrandName],8
放射能,7
米国,7
注射,7
着色,7
区分,7
株,7
乳,7
採取,7
トキソイド,7
ＡＴ,6
静,6
置,6
沈層,6
解凍,6
最終,6
輸血,6
移植,6
片,6
対,6
宿主,6
病,6
ＧＶＨＤ,6
ｇｒａｆｔｖｅｒｓｕｓｈｏｓｔｄｉｓｅａｓｅ,6
予防,6
目的,6
者,6
高圧,6
蒸気,6
加工,6
アルファ,5
細胞,5
不溶性,5
原料,5
日,5
規格,5
ドイツ,5
放射,5
医薬品,5
基準,5
必要,5
加,5
きゅう,5
トリカブト,5
濃縮,5
血清,5
ブタ,5
破傷風,5
毒素,5
無毒,5
人,4
酵母,4
他,4
増加,4
直後,4
数値,4
日赤,4
目,4
種類,4
時,4
製,4
吸着,4
肺炎,4
球菌,4
莢,4
膜,4
希釈,4
規定,4
胃,4
心臓,4
Ｈａｒｖａｒｄ,4
浮遊,4
血小板,4
患者,4
適合,4
テクネチウム,3
キス,3
区別,3
単位,3
製品,3
リンパ,3
球,3
標準,3
少量,3
添加,3
新鮮,3
融解,3
生理,3
当日,3
濃厚,3
ＬＲ,3
これ,3
オーストリア,3
ニワトリ,3
それぞれ,3
溶出,3
針,3
分,3
イオン,3
交換,3
ジエチルエステル,3
名称,3
加川,3
辛夷,3
桂,3
枝,3
しゃく,3
オクトリカブト,3
活,3
ウイルス,3
緩衝,3
肝臓,3
肉,3
免疫,3
ウマ,3
テトラ,2
凝固,2
ＶＩＩＩ,2
因子,2
別,2
芽,2
万,2
国内,2
技術,2
応用,2
産,2
Ｏ,2
ＡＢ,2
ＭＡＰ,2
分離,2
冷凍,2
結核,2
殺菌,2
ろ,2
感染,2
物質,2
構成,2
さ,2
組合せ,2
充てん,2
樹脂,2
装置,2
ため,2
エチレン,2
ビス,2
二,2
塩酸,2
リョウ,2
帰,2
薬,2
料,2
ハナ,2
調整,2
増殖,2
ポリサッカライド,2
ワクチン,2
法,2
胚,2
初代,2
鶏,2
ペプトン,2
ハート,2
はぶ,2
毒,2
抗毒素,2
ペプシン,2
まむし,2
価,2
ＨＬＡ,2
供血,2
交差,2
試験,2
ＮＡＭＡＬＷＡ,1
[Unit],1
ヘキサ,1
ポリエチレングリコール,1
国際,1
準拠,1
線維,1
ＢＡＬＬ,1
ＪＲ,1
内容,1
オタネ,1
ＰａｎａｘｇｉｎｓｅｎｇＣ,1
Ｍｅｙｅｒ,1
ＰａｎａｘｓｃｈｉｎｓｅｎｇＮｅｅｓ,1
Ａｒａｌｉａｃｅａｅ,1
ＤＮＡ,1
混和,1
含,1
青山,1
加熱,1
除,1
ろ過,1
ＢＣＧ,1
接種,1
特異,1
的,1
皮膚,1
反応,1
活性,1
乳糖,1
注し,1
卵,1
ジェネレータ,1
表示,1
モリブデン,1
ガラス,1
減圧,1
外,1
径,1
ディスポーザブル,1
両端,1
接続,1
具,1
ポリプロピレン,1
エリューション,1
ド,1
セット,1
品目,1
結晶,1
陽,1
の,1
被曝,1
しゃへい,1
供給,1
チューブ,1
延長,1
管,1
電解,1
質,1
加湿,1
空気,1
物,1
適量,1
タリウム,1
エチレンジ,1
システイネート,1
オキソテクネチウム,1
内,1
封入,1
アロエ,1
ＣｒｏｃｕｓｓａｔｉｖｕｓＬｉｎｎｅ,1
Ｉｒｉｄａｃｅａｅ,1
柱頭,1
小片,1
切断,1
辛,1
夷川,1
膠,1
九,1
味,1
檳,1
ろう,1
薬湯,1
乾,1
操,1
附子,1
人参,1
栄養,1
参照,1
アコニチンメサコニチン,1
属,1
カラ,1
ＡｃｏｎｉｔｕｍｃａｒｍｉｃｈａｅｌｉＤｅｂｘ,1
Ａｃｏｎｉｔｕｍｓｕｂｃｕｎｅａｔｕｍ,1
ｋａｉ,1
毒性,1
一定,1
よう,1
頻度,1
各々,1
種菌,1
段階,1
ヘミン,1
酵素,1
カザミノ,1
酸,1
存在,1
あたり,1
総計,1
デンマーク,1
式,1
命名,1
馴化,1
狂犬病,1
ＨＥＰＦｌｕｒｙ,1
伝染,1
疾患,1
群,1
ＳＰＦ,1
発育,1
鶏卵,1
ープロピオラクトン,1
安定,1
ＣＭ,1
抗生,1
レッド,1
膵臓,1
トリプシン,1
Ｓａｃｃｈａｒｏｍｙｃｅｓｃｅｒｅｖｉｓｉａｅ,1
回収,1
沈降,1
ＨａｒｖａｒｄＡ,1
スキムミルクポリペプトン,1
クジラ,1
スキムミルク,1
析法,1
体,1
等,1
原,1
ポリペプトンスキムミルク,1
ビーフハートインフュージョン,1
毛髪,1
トリ,1
羽毛,1
スキムミルクバクトカジトンカザミノアシド,1
ペプトンスキムミルク,1
繊維素,1
出血,1
ＡＰ,1
屑,1
体重,1
ウサギ,1
ストッパー,1
付,1
